FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY,Quarter
106010987,WASHINGTON HOSPITAL - FREMONT,20192,43469,06/30/2019,Open,Alameda,05 - East Bay,421,District,Comparable,,510-797-1111,2000 MOWRY AVENUE,FREMONT,94538,NANCY FARBER,341,319,172,1276,217,200,451,0,0,70,850,17,42,3123,0,6705,1448,1433,2548,0,0,233,3049,19,204,15639,0,13525,1355,909,5956,0,0,1154,12223,68,1322,36512,173328023,34783643,30071021,59495234,0,0,9818283,78238655,219350,5800516,391754725,77444715,9914847,3365587,23734659,0,0,3637135,44272502,340912,4582197,167292554,9966688,214696818,39300180,28418965,75332185,0,0,0,7545277,58176553,0,560262,0,0,0,178292,434175220,0,0,0,0,0,35821951,5378556,4458291,7888229,0,0,5888217,64295140,0,1141675,124872059,1534326,128008939,0,6986171,0,0,0,0,9654068,726001045,0,25,75,330,2962555,2168908,2685542,0,0,2445921,0,0,0,Qtr 2
106444013,WATSONVILLE COMMUNITY HOSPITAL,20192,43469,06/30/2019,Open,Santa Cruz,08 - Mid-Coast,711,Investor - Corp.,Comparable,,831-724-4741,75 NIELSON STREET,WATSONVILLE,95076,MAURINE CATE,106,106,91,289,31,382,77,0,0,0,138,11,8,936,0,1329,190,1171,208,0,0,0,437,11,65,3411,0,4058,257,1880,6668,0,0,8,4080,34,903,17888,42416672,5522923,12499090,31336178,0,0,0,20620757,111952,1119343,113626915,29300181,2408872,24594124,37849953,0,0,154821,36249203,120819,4663984,135341957,502820,65202474,7140116,30811785,64226268,0,0,0,129775,46907862,0,232771,0,0,0,4607153,219761024,0,0,0,0,0,6514379,791679,6281429,4959863,0,0,25046,9962098,232771,440583,29207848,17576,30663073,0,115642,0,0,0,0,502604,34416446,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106301379,WEST ANAHEIM MEDICAL CENTER,20192,43469,06/30/2019,Open,Orange,13 - Orange,1012,Investor - Corp.,Comparable,,714-827-3000,3033 WEST ORANGE AVENUE,ANAHEIM,92804,ALLEN STEFANEK,219,219,219,593,244,151,419,0,0,83,56,0,67,1613,0,4326,936,742,2892,0,0,377,143,0,68,9484,0,2064,647,922,3106,0,0,745,807,0,607,8898,39388199,13615409,9245068,26744844,0,0,3754248,2330667,0,249858,95328293,4095083,2809836,2589320,8542188,0,0,2407202,2126102,0,1730337,24300068,1213839,34680203,13082991,9422997,26309332,0,0,0,2873833,3672063,0,0,0,0,0,0,91255258,0,0,0,0,0,8803079,3342254,2411391,8977700,0,0,3287617,784705,0,766357,28373103,174527,27328659,0,-23493,0,0,0,0,517269,21512454,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106190857,WEST COVINA MEDICAL CENTER,20192,43469,06/30/2019,Open,Los Angeles,11 - Los Angeles,915,Investor - Corp.,Comparable,,626-338-8481,725 SOUTH ORANGE AVENUE,WEST COVINA,91790,KAMI HORVAT,46,46,46,155,0,0,0,0,0,9,0,0,3,167,2,519,1,1060,850,0,0,26,7,0,5,2468,930,150,0,7,3,0,0,86,2,0,2,250,1917255,8782,5925837,304255,0,0,563774,114423,0,61721,8896047,875389,0,55836,2635,0,0,1096399,185587,0,66293,2282139,1415297,7713,3801735,295409,0,0,0,0,1237804,237266,0,0,0,0,0,115027,7110251,0,0,0,0,0,1377346,1070,2179938,11481,0,0,422367,62746,0,12987,4067935,82710,3242966,0,0,0,0,0,0,0,2165381,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,20192,43469,06/30/2019,Open,Los Angeles,11 - Los Angeles,905,Investor - Corp.,Comparable,,818-676-4000,7300 MEDICAL CENTER DRIVE,WEST HILLS,91307,MARK MILLER,260,228,228,932,356,108,214,0,0,37,436,14,46,2143,0,5127,1725,733,735,0,0,173,1982,123,164,10762,0,6523,1614,1112,5181,0,0,499,5304,102,1644,21979,155428834,57262907,25409611,30407705,0,0,6262151,71571382,2372635,4470763,353185988,50678574,22112264,8243035,37278386,0,0,4061003,50929736,926212,13870829,188100039,3732460,188382851,73225838,31058122,66050568,0,0,0,8797963,91836574,0,3298847,0,0,0,13689550,480072773,0,0,0,0,0,17724557,6149333,2594524,1635523,0,0,1525191,30664544,0,919582,61213254,3009402,57061066,0,104909,0,0,0,0,4981698,95940989,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106190883,WHITTIER HOSPITAL MEDICAL CENTER,20192,43469,06/30/2019,Open,Los Angeles,11 - Los Angeles,919,Investor - Corp.,Comparable,,562-945-3561,9080 COLIMA ROAD,WHITTIER,90605,RICHARD CASTRO,178,178,178,244,318,148,575,0,0,8,271,5,182,1751,0,983,1387,2177,1961,0,0,14,864,36,422,7844,0,651,620,1674,4234,0,0,78,2011,12,418,9698,17227488,22057897,25817189,26659782,0,0,315349,19085619,455663,5549443,117168430,6412532,8072181,7654343,21866228,0,0,444524,15536752,64907,2513588,62565055,1252336,20552131,24967087,26383593,33503835,-2005037,0,0,668998,27673361,0,520570,0,0,0,5379067,138895941,0,0,0,0,0,3087889,5162991,9092976,15022175,0,0,90875,6949011,0,1431627,40837544,86149,30456732,0,0,0,0,0,0,636305,5880100,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106571086,WOODLAND MEMORIAL HOSPITAL,20192,43469,06/30/2019,Open,Yolo,02 - Golden Empire,313,Non Profit Corp.,Comparable,,530-669-5500,1325 COTTONWOOD STREET,WOODLAND,95695,KEVIN VAZIRI,108,108,108,305,183,156,219,1,0,19,325,9,12,1229,0,1319,982,973,607,2,0,64,1408,35,46,5436,0,4607,2688,563,5044,1,0,267,5121,196,168,18655,24205930,16752882,9543503,13758996,55156,0,1245259,21150667,629893,816493,88158779,29324932,15674783,3762267,31134662,7430,0,2804013,35368789,1264761,1176170,120517807,2125513,47676582,27448669,9639807,40032377,0,63937,0,3716729,35226139,0,2510844,0,0,0,1756542,170197139,3646423,3837802,0,6962902,14447127,5379357,8408414,3184205,8488199,0,0,42708,27340300,0,83391,52926574,909906,50526910,0,126027,0,0,0,0,2796702,42923332,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106380939,ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,20192,43469,06/30/2019,Open,San Francisco,04 - West Bay,423,City/County,Comparable,Teaching,628-206-8000,1001 POTRERO AVENUE,SAN FRANCISCO,94110,SUSAN P. EHRLICH,397,324,311,1016,150,1046,1353,38,0,480,195,0,21,4299,0,7800,864,5983,7313,305,0,4050,750,0,164,27229,0,38751,674,24666,58999,12315,0,4178,15503,350,4757,160193,145129782,24596283,118349931,150830559,7613160,0,52203416,29473824,0,5208131,533405086,83376514,3731124,45652084,131888793,36186640,0,18585298,34941414,2386154,15818304,372566325,31865751,200173989,24209127,77965104,167012415,-36613949,43682756,0,52499702,45004785,0,2382116,0,0,0,3544890,611726686,0,7824901,0,12774671,20599572,27094450,3938350,117292165,118134652,111930,0,17489953,30778935,3862,0,314844297,53283076,374939391,0,126568797,0,0,0,0,57620,124431696,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 2
106150788,ADVENTIST HEALTH BAKERSFIELD,20191,43466,03/31/2019,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,183,991,832,231,957,0,0,255,1049,0,57,4372,0,4566,3247,810,3310,0,0,941,2974,0,261,16109,0,11158,3847,1859,12407,0,0,2718,17172,0,2360,51521,87779550,69264201,17538829,61353301,0,0,15733111,64665233,0,1775445,318109670,40758895,33501801,5636865,51008821,0,0,18705344,61423349,0,6935778,217970853,5868323,106728541,81682132,17401574,95687479,0,0,0,21307655,94597863,0,891047,0,0,0,7654261,431818875,0,0,0,0,0,20661771,20603896,5404191,16115243,0,0,12634529,28246689,0,595329,104261648,1213371,100443734,0,825752,0,0,0,0,4203112,131856658,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106171049,ADVENTIST HEALTH CLEARLAKE,20191,43466,03/31/2019,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE,CLEARLAKE,95422,DAVID SANTOS,25,25,21,184,3,14,125,0,0,14,20,0,2,362,0,889,30,36,479,0,0,76,55,0,2,1567,0,21194,299,5817,21588,0,0,5481,3456,0,684,58519,10797377,297794,504556,6115113,0,0,800235,1216464,0,26867,19758406,22133133,651907,3469451,20434065,0,0,1798159,6874304,0,1280475,56641494,959591,21872113,654104,336756,19125537,-205998,0,0,1009948,3931694,0,1162647,0,0,0,943351,49789743,0,2574885,0,0,2574885,10584827,277080,3550052,9581156,0,0,1459923,3858375,0,-126371,29185042,1223910,26687876,0,6136,0,0,0,0,939050,33241389,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106040875,ADVENTIST HEALTH FEATHER RIVER,20191,43466,03/31/2019,Open,Butte,01 - Northern California,220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13701,0,4459,9262,0,0,4037,2133,0,611,34203,0,0,0,0,0,0,0,0,0,0,0,4948763,0,1955483,3982684,0,0,312766,3160425,0,553772,14913893,-919665,2269687,0,1315578,1170340,0,0,0,144005,564480,0,582185,0,0,0,2799379,7925989,0,0,0,0,0,2343573,0,622877,2591959,0,0,84479,1807470,0,-462454,6987904,3713118,11631279,0,-115697,0,0,0,0,97457,49792360,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106190323,ADVENTIST HEALTH GLENDALE,20191,43466,03/31/2019,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,289,2129,455,462,991,0,0,102,873,0,72,5084,0,12159,2143,3223,3903,0,0,448,3460,0,269,25605,0,15535,2431,1559,9902,0,0,2468,17202,0,1091,50188,231922076,47719218,38751555,95102859,0,0,3172843,70196170,0,5826315,492691036,67950281,19843493,7530459,62712558,0,0,3913701,62654486,0,14096730,238701708,5740758,260465696,46250925,34674407,148050997,0,0,0,3880218,95148222,0,10787238,0,0,0,7225046,612223507,0,0,0,0,0,35626089,20148431,8795512,8377410,0,0,2808167,36066132,0,7347496,119169237,4119791,124602852,0,1905770,0,0,0,0,2231822,196461694,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106164029,ADVENTIST HEALTH HANFORD,20191,43466,03/31/2019,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,135,903,232,207,812,0,0,162,355,0,37,2708,0,4753,1277,805,3199,0,0,463,1090,0,176,11763,0,14403,2586,3359,29634,0,0,5790,15472,7,2330,73581,46744080,11321693,7945565,33609172,0,0,4579845,12218713,0,1595719,118014787,34784209,8399310,8547462,77076969,0,0,12224366,35746899,47416,7708341,184534972,5176875,59924909,16273050,9718087,90917626,-1094663,0,0,9170497,27711829,0,1552656,0,0,0,7037958,226388824,0,4381231,0,0,4381231,15796283,3118566,8880275,25707009,0,0,2941271,22921285,100,1177377,80542166,2725975,73602329,0,-423836,0,0,0,0,2240794,203075843,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20191,43466,03/31/2019,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,25,248,15,18,83,0,0,9,45,0,5,423,0,1143,70,76,452,0,0,65,131,0,40,1977,0,5313,490,235,4317,0,0,1556,2411,0,357,14679,19339583,951648,901515,6221764,0,0,821580,2941623,0,485810,31663523,7069387,826763,680571,7310507,0,0,909300,4821687,0,665489,22283704,580153,18604777,1230456,911994,9855390,0,0,0,1201189,3123017,0,1064594,0,0,0,946649,37518219,0,1281986,0,0,1281986,7583981,471844,700331,4620566,0,0,451351,4351095,0,-468174,17710994,867185,17923504,0,655456,0,0,0,0,161994,55526430,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106390923,ADVENTIST HEALTH LODI MEMORIAL,20191,43466,03/31/2019,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,94,893,240,129,547,0,0,41,304,0,35,2189,0,3673,1039,514,1900,0,0,140,950,0,108,8324,0,20819,3932,2801,23563,0,0,4391,14028,58,1616,71208,91331236,25400930,12357903,45764276,0,0,3557754,25805931,0,3332495,207550525,54378022,12498167,8162875,55191167,0,0,6879971,36358316,35385,7146277,180650180,4227905,123218022,34221271,16952468,91693881,0,0,0,5858840,46172021,0,715777,0,0,0,9430143,332490328,0,1314177,0,0,1314177,15548201,3968566,4114551,11287017,0,0,1990581,19165401,141,950096,57024554,661867,58204895,0,-3339238,0,0,0,0,40279,126569273,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106100797,ADVENTIST HEALTH REEDLEY,20191,43466,03/31/2019,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,15,58,16,68,216,0,0,2,48,0,5,413,0,211,66,152,456,0,0,4,103,0,20,1012,0,19451,3982,12446,90555,0,0,1494,18853,3109,3104,152994,1755209,532345,1377221,4211836,0,0,28869,939385,0,196962,9041827,9252768,2110384,5601415,40054760,0,0,1415270,7872811,522391,2777086,69606885,1500392,4939762,1930433,2925428,16602371,-1230261,0,0,884359,5258171,0,740231,0,0,0,2013523,35564409,0,0,0,557862,557862,4440339,673907,5755077,27455830,0,0,395077,4377309,92089,452537,43642165,2962394,38657397,0,298601,0,0,0,0,712549,33342947,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106580996,ADVENTIST HEALTH RIDEOUT,20191,43466,03/31/2019,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH STREET,MARYSVILLE,95901,RICK RAWSON,221,221,166,1434,42,255,734,1,0,461,0,0,19,2946,0,8213,175,1103,3271,3,0,1791,0,0,354,14910,0,22586,603,2538,13979,20,0,12563,0,0,1978,54267,121594408,2588914,14843216,44756285,64122,0,30563162,0,0,2886063,217296170,62811001,1676325,7057901,38872328,54762,0,34935700,0,0,5501047,150909064,3652417,145932162,3427924,18677193,67492735,0,107528,0,22787790,0,0,0,0,0,0,3181513,265259262,0,0,0,0,0,38473245,837316,3223925,16135878,11357,0,40501305,0,0,3762946,102945972,1845704,109945518,13176346,261607,0,0,0,0,1549033,342339999,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106560525,ADVENTIST HEALTH SIMI VALLEY,20191,43466,03/31/2019,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,78,686,272,79,280,0,0,26,403,0,10,1756,0,3196,1167,243,951,0,0,91,1276,0,41,6965,0,2754,873,784,3560,0,0,3369,8615,0,328,20283,55934646,21266035,1960744,15315170,0,0,825396,23228739,0,1977294,120508024,14209000,7760798,3546305,15208256,0,0,1396700,28996884,0,2682375,73800318,1762645,59077872,22373264,4974277,28059633,0,0,0,753261,33937785,0,1469685,0,0,0,3935397,156343819,0,0,0,0,0,10043308,6225472,529974,2206194,0,0,1554172,16210470,0,1194933,37964523,491756,40897376,0,31490,0,0,0,0,366471,123713024,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106554011,ADVENTIST HEALTH SONORA - GREENLEY,20191,43466,03/31/2019,Open,Tuolumne,06 - North San Joaquin,513,Church,Comparable,Rural,209-536-5000,1000 GREENLEY ROAD,SONORA,95370,MICHELLE FUENTES,152,152,111,581,30,44,174,0,0,45,177,0,13,1064,11,2205,154,5866,827,0,0,223,521,0,61,9857,5971,49782,1626,4332,16911,0,0,6888,25360,4,2619,107522,47049459,2545903,5728308,13902773,0,0,3047909,11925086,0,631816,84831254,96152678,4032454,4036547,26139477,0,0,9908200,41134334,20868,2614157,184038715,2968296,111772226,5684234,4078554,33279468,0,0,0,6722437,35611622,0,803215,0,0,0,4303487,205223539,0,0,0,0,0,24899776,1116996,6798203,6559672,0,0,3206588,20278987,3017,783191,63646430,470336,61577070,0,932950,0,0,0,0,438350,99505142,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106281078,ADVENTIST HEALTH ST. HELENA,20191,43466,03/31/2019,Open,Napa,03 - North Bay,407,Non Profit Corp.,Comparable,,707-963-3611,10 WOODLAND ROAD.,ST. HELENA,94574,STEVEN HERBER,151,151,77,600,44,123,180,0,0,52,147,0,7,1153,0,3345,377,1193,848,0,0,261,539,0,12,6575,0,7470,156,202,1517,0,0,1228,3860,0,201,14634,92146807,6254945,10787838,21979588,0,0,7628224,22401027,0,967848,162166277,55685110,1900214,959673,11534357,0,0,3315542,24228442,0,1748958,99372296,761175,124672928,6341724,8021771,28083975,-18332,0,0,6532164,31427070,0,2308915,0,0,0,3712726,211844116,0,7254250,0,0,7254250,22076750,1658848,3631007,12500300,0,0,4338476,12612191,0,131135,56948707,1745168,60552525,0,0,0,0,0,0,1094816,87148489,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,20191,43466,03/31/2019,Open,Kern,09 - Central,623,District,Comparable,,661-823-3000,1100 MAGELLAN DRIVE,TEHACHAPI,93561,JEFFERY LINGERFELT,20,20,15,70,14,14,51,0,0,11,29,0,3,192,0,217,73,397,155,0,0,62,76,0,11,991,0,1426,372,785,5052,0,0,410,1467,0,155,9667,2408532,561534,2216661,2000192,0,0,517123,1175632,0,205403,9085077,3381344,2189952,1396207,7429951,0,0,1193356,4722254,0,399273,20712337,557047,3192179,2134141,2982839,6362649,0,0,0,1007553,3849346,0,724566,0,0,0,1102602,21912922,0,0,0,0,0,2597697,617345,630029,1033679,0,0,702926,2048540,0,254276,7884492,21970,9345018,0,5996,0,0,0,0,3553049,40825551,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106231396,ADVENTIST HEALTH UKIAH VALLEY,20191,43466,03/31/2019,Open,Mendocino,01 - Northern California,113,Church,Comparable,Rural,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482,GWEN MATTHEWS,67,50,41,349,26,68,311,0,0,36,118,0,9,917,0,1376,138,205,991,0,0,104,466,0,21,3301,0,24206,1332,1301,19562,0,0,10076,8187,0,1458,66122,19121697,1727771,2456856,12558563,0,0,1088123,5970579,0,451677,43375266,38130986,2091366,2404612,28812540,0,0,3790427,19848498,0,2449140,97527569,1838218,42965038,3099924,2435682,33578142,-266586,0,0,3157072,11744528,0,1903942,0,0,0,3128837,103584797,0,11744431,0,0,11744431,13195275,644493,2178295,18701513,0,0,1651549,12471156,0,220188,49062469,897427,47834755,0,35139,0,0,0,0,502410,78535607,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106481015,ADVENTIST HEALTH VALLEJO,20191,43466,03/31/2019,Open,Solano,03 - North Bay,409,Non Profit Corp.,Comparable,,707-963-3611,525 OREGON STREET,VALLEJO,94590,"STEVE HERBER, MD",61,61,58,118,48,89,0,0,0,14,317,0,0,586,0,1431,385,913,0,0,0,112,2028,0,0,4869,0,398,7,0,0,0,0,184,549,0,0,1138,5832417,1714098,3339973,0,0,0,326757,7607363,0,0,18820608,999570,381464,0,0,0,0,480641,1524495,0,0,3386170,225739,5181373,1327786,2104577,0,0,0,0,481056,6038319,0,219341,0,0,0,0,15578191,0,0,0,0,0,1586667,763884,1159628,0,0,0,291416,2826992,0,0,6628587,39494,6677798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106190878,ADVENTIST HEALTH WHITE MEMORIAL,20191,43466,03/31/2019,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,Teaching,323-268-5000,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,JOHN RAFFOUL,353,353,260,837,643,1140,1623,0,0,45,592,0,112,4992,0,5360,2858,5222,7130,0,0,336,1825,0,352,23083,0,6657,4730,5178,13612,0,0,2124,6944,0,1141,40386,110619076,74433204,86863494,156856723,0,0,881569,40890367,0,6319931,476864364,23495050,28203873,18091601,81360921,0,0,2158205,30566334,0,8203299,192079283,8735319,111564090,74286912,76054197,236375501,-8117840,0,0,1022014,45360138,0,969388,0,0,0,20304819,566554538,61141,9004169,0,0,9065310,16752916,26565507,36449118,7891882,0,0,1950204,20160524,0,1684268,111454419,3888187,114937743,0,3024439,0,0,0,0,1119139,147495136,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20191,43466,03/31/2019,Open,Orange,13 - Orange,1012,Non Profit Other,Comparable,,714-999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,RICHARD CASTRO,223,223,223,577,502,287,747,0,0,25,406,0,62,2606,0,3145,2137,1232,3044,0,0,105,1644,0,271,11578,0,1824,1808,1971,4804,0,0,482,2512,0,639,14040,65442946,56819225,27879230,63114270,0,0,2144931,37931655,0,3109470,256441727,16189209,28215547,7333692,35602567,0,0,3632130,20617778,0,2259191,113850114,2951325,72662409,75732972,29754884,92169451,-810000,0,0,4732483,45673124,0,0,0,0,0,73485,322940133,0,0,0,0,0,8969746,9301800,6268038,6547386,0,0,1044578,12876309,0,2343851,47351708,457271,52258729,0,0,0,0,0,0,272832,5665382,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106010735,ALAMEDA HOSPITAL,20191,43466,03/31/2019,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,,510-437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,DELVECCHIO FINLEY,251,217,217,380,66,77,143,0,9,12,93,0,17,797,0,2281,491,14513,837,0,30,47,1052,0,63,19314,0,3869,566,276,2920,0,190,384,2303,2,2319,12829,26059830,4110053,27687032,9036595,0,588321,588326,4314473,0,708633,73093263,11854049,1579628,996996,9625362,0,2073072,869617,5348857,59158,1267999,33674738,1483462,31394241,4521755,25081732,16734434,0,0,2661393,1219775,6823936,0,512654,0,0,0,0,90433382,0,0,0,0,0,6519638,1167926,3602296,1927523,0,0,238168,2839394,0,39674,16334619,23562,22386826,0,2123326,0,0,0,0,0,8961250,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20191,43466,03/31/2019,Open,Los Angeles,11 - Los Angeles,913,Investor - Ptnr.,Comparable,,626-570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,IRIS LAI,144,144,144,369,297,35,448,0,0,6,95,0,6,1256,2,2527,1407,634,3730,0,0,19,317,0,40,8674,2339,933,764,435,2654,0,0,65,746,4,1643,7244,34203590,23539757,6321533,41396674,0,0,350148,5138725,0,502540,111452967,6939012,6133157,2001425,12629378,0,0,430842,5732535,85864,1887840,35840053,1389705,34390071,27859183,6351834,50967975,0,0,0,609630,8321938,0,85864,0,0,0,435487,130411687,26304070,3500315,0,0,29804385,6752531,28117801,1971124,6558391,0,0,171359,2549322,0,565190,46685718,272082,46403554,0,227920,0,0,0,0,144057,10029410,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20191,43466,03/31/2019,Open,Alameda,05 - East Bay,415,Non Profit Corp.,Comparable,,510-204-4444,2450 ASHBY AVENUE,BERKELEY,94705,GERALD KOZAI,401,401,248,839,237,719,1268,0,0,181,1568,31,44,4887,0,4261,1254,2347,3455,0,0,1908,5145,123,210,18703,0,7448,2065,722,3922,2,0,623,7219,700,73,22774,64099985,18690938,30645848,58966475,0,0,27021273,68421555,1621828,2755307,272223209,66220701,16974273,5048176,32441651,2309,0,5021192,63047631,4502322,437409,193695664,2027025,102446677,28285495,15385182,72162008,0,0,0,22716991,56621454,0,6124145,0,0,0,2141111,307910088,1016531,0,0,7023621,8040152,26965328,8355311,20307227,19246118,2309,0,9181000,81245215,0,746429,166048937,1151118,186989032,0,4752271,0,0,0,0,3565127,92786933,0,0,0,0,0,0,0,0,0,0,0,0,0,Qtr 1
